filename,composer,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,chord_C:maj,chord_G#:maj,chord_F:maj,chord_G:maj,chord_Bb:maj,chord_Eb:maj,chord_C#:maj,chord_C:min,chord_F:min,chord_A:maj,chord_F#:maj,chord_D:maj,chord_E:maj,chord_Bb:min,chord_A:min,chord_G:min,chord_C#:min,chord_Eb:min,chord_E:min,chord_G#:min,chord_D:min,chord_F#:min,chord_B:min,chord_B:maj,rh_bin_16th,rh_bin_8th,rh_bin_qtr,rh_bin_half,rh_bin_whole,rh_mean_dur,rh_var_dur,rh_mean_ioi,rh_var_ioi
chopin-p2.mid,chopin,0.037037037037037,0.0185185185185185,0.1851851851851851,0.0,0.1111111111111111,0.074074074074074,0.1296296296296296,0.0185185185185185,0.0185185185185185,0.1851851851851851,0.0,0.2222222222222222,0,0,0,5,0,0,0,0,0,1,0,1,2,0,7,2,0,0,3,0,4,0,0,1,0.5925925925925926,0.5925925925925926,0.2777777777777778,0.1111111111111111,0.0,1.330246913580247,1.139908169486359,1.518867924528302,2.8175161188244138
chopin_op18.mid,chopin,0.0512982900569981,0.0652311589613679,0.0335655478150728,0.1659278024065864,0.0341988600379987,0.1481950601646612,0.0455984800506649,0.0728309056364787,0.1899936668777707,0.0208993033565547,0.1342621912602913,0.0379987333755541,0,224,0,0,3,81,61,0,0,0,39,0,0,13,0,0,0,16,0,2,0,0,0,0,1.484483850538315,0.9208359721342622,0.1272957568081064,0.0205826472450918,0.0,0.5542537470973193,0.2122331546680752,0.6806083650190118,0.765278801839623
chopin_op31.mid,chopin,0.0696686491079014,0.1416029453412631,0.0308694420843953,0.0838289436420277,0.0713678844519966,0.1036533559898045,0.0991220617388841,0.0294534126309827,0.2010761823845936,0.0640045312942509,0.0447465307278391,0.0606060606060606,2,24,18,1,3,0,53,15,24,25,21,18,13,15,0,4,23,18,0,23,0,30,4,14,2.654857142857143,0.3914285714285714,0.1388571428571428,0.0008571428571428,0.0,0.4654488813367315,0.1696305066776145,0.3387393767705382,1.2077316339955375
chopin-p10.mid,chopin,0.0,0.0694444444444444,0.0277777777777777,0.1944444444444444,0.1805555555555555,0.0,0.0694444444444444,0.0,0.25,0.1944444444444444,0.0138888888888888,0.0,0,18,0,0,0,0,0,0,0,3,0,2,0,0,0,0,10,0,0,6,0,1,0,0,1.5,0.4444444444444444,0.2361111111111111,0.0833333333333333,0.0,0.8298611111111112,0.5708791473765432,0.7323943661971831,0.3790914501091054
chopin-p3.mid,chopin,0.083617747440273,0.0102389078498293,0.1996587030716723,0.0017064846416382,0.1092150170648464,0.015358361774744,0.0273037542662116,0.1928327645051194,0.0,0.2064846416382252,0.0,0.1535836177474402,38,0,0,32,0,0,0,0,0,0,0,3,0,0,1,0,0,0,10,0,0,0,0,0,3.877133105802048,0.0034129692832764,0.0136518771331058,0.0051194539249146,0.0,0.3101535836177474,0.1500718194154852,0.2179487179487179,0.0069855358316896
chopin-p21.mid,chopin,0.0419161676646706,0.0059880239520958,0.0778443113772455,0.0838323353293413,0.0479041916167664,0.281437125748503,0.0538922155688622,0.1317365269461078,0.0,0.0898203592814371,0.18562874251497,0.0,0,1,0,0,17,1,0,1,0,0,30,1,0,0,0,3,0,16,0,0,0,0,0,1,0.0718562874251497,1.6167664670658684,0.1077844311377245,0.0329341317365269,0.0,0.687125748502994,0.2789809602352183,1.0120481927710845,6.821390985629265
chopin_op27_2.mid,chopin,0.0487156775907883,0.1771479185119575,0.0265721877767936,0.1284322409211691,0.0504871567759078,0.1647475642161204,0.1364038972542072,0.0132860938883968,0.1275465013286094,0.0460584588131089,0.0655447298494242,0.0150575730735163,0,8,2,0,0,0,17,2,2,6,2,2,1,10,0,0,3,16,0,1,0,11,0,3,3.5181576616474755,0.1169176262178919,0.054030115146147,0.003985828166519,0.0,0.3422645408916445,0.106510382138969,0.202127659574468,0.0108337315359722
chopin-p20.mid,chopin,0.0,0.0,0.25,0.0,0.0,0.375,0.25,0.0,0.0,0.125,0.0,0.0,0,6,0,6,0,0,3,12,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,5.142857142857143,3.26530612244898
chopin-p22.mid,chopin,0.1477272727272727,0.0,0.0795454545454545,0.2045454545454545,0.0,0.0909090909090909,0.1363636363636363,0.2159090909090909,0.0568181818181818,0.0568181818181818,0.0113636363636363,0.0,2,6,0,0,0,23,17,6,1,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0.0454545454545454,1.4545454545454546,0.1704545454545454,0.0454545454545454,0.0,0.7301136363636364,0.2119624870867768,1.3706896551724137,1.59606619104241
chopin_op27_1.mid,chopin,0.0373066424021838,0.2538671519563239,0.0627843494085532,0.0445859872611464,0.0636942675159235,0.0327570518653321,0.0737033666969972,0.021838034576888,0.2411282984531392,0.10828025477707,0.0100090991810737,0.0500454959053685,10,41,5,0,0,0,72,0,4,6,25,1,16,0,2,0,32,2,0,7,0,23,0,4,3.2280701754385963,0.0867959372114496,0.0941828254847645,0.0244690674053554,0.0,0.5256293600242625,0.3270021188185132,0.3328779599271415,0.91809582582673
chopin-p23.mid,chopin,0.2574031890660592,0.0,0.0888382687927107,0.0045558086560364,0.0546697038724373,0.2277904328018223,0.0,0.1321184510250569,0.0045558086560364,0.1799544419134396,0.0341685649202733,0.0159453302961275,10,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5261958997722096,0.1138952164009111,0.0341685649202733,0.0125284738041002,0.0,0.3545937737281699,0.1614373887640695,0.1917808219178082,0.0132581680949103
chopin-p8.mid,chopin,0.0374677002583979,0.1860465116279069,0.0891472868217054,0.0801033591731266,0.045219638242894,0.082687338501292,0.1770025839793281,0.0193798449612403,0.0749354005167958,0.0671834625322997,0.0607235142118863,0.0801033591731266,0,3,1,9,6,0,0,0,1,2,3,2,0,2,1,0,0,7,1,4,1,4,7,13,2.6511627906976742,0.661498708010336,0.0,0.0032299741602067,0.0,0.3934108527131782,0.0900599423111592,0.1723803363518758,0.0330724998749479
chopin_op10_e12.mid,chopin,0.1653696498054474,0.056420233463035,0.1575875486381323,0.1089494163424124,0.0214007782101167,0.103112840466926,0.0330739299610894,0.1478599221789883,0.0856031128404669,0.0136186770428015,0.0505836575875486,0.056420233463035,8,17,3,5,11,6,8,59,32,0,3,1,8,10,0,0,9,10,1,18,0,12,0,1,3.7976653696498057,0.0155642023346303,0.0097276264591439,0.0145914396887159,0.0,0.3424124513618677,0.1970371113365332,0.6379142300194932,0.3295420433257716
chopin-p9.mid,chopin,0.086092715231788,0.0794701986754966,0.086092715231788,0.1258278145695364,0.2185430463576159,0.0198675496688741,0.0198675496688741,0.0397350993377483,0.0397350993377483,0.0198675496688741,0.0,0.2649006622516556,5,3,4,6,3,1,0,1,0,4,1,3,16,2,3,4,0,2,0,4,0,2,0,13,2.013245033112583,0.3311258278145695,0.2847682119205298,0.0198675496688741,0.0,0.6777041942604854,0.2736088573113263,0.3066666666666666,0.0434555555555554
chopin-p18.mid,chopin,0.158590308370044,0.0704845814977973,0.0220264317180616,0.0616740088105726,0.066079295154185,0.1233480176211453,0.0484581497797356,0.1145374449339207,0.0748898678414096,0.066079295154185,0.1497797356828193,0.0440528634361233,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.753303964757709,0.0881057268722467,0.0176211453744493,0.0,0.0,0.2830396475770925,0.0291947253003163,0.3207964601769911,0.9595896311379124
chopin-p24.mid,chopin,0.104215456674473,0.0444964871194379,0.1533957845433255,0.0210772833723653,0.1030444964871194,0.1323185011709602,0.0117096018735363,0.0807962529274004,0.0679156908665105,0.2236533957845433,0.0269320843091334,0.0304449648711943,1,1,4,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9,0,0,0,2.740046838407494,0.4426229508196721,0.0784543325526932,0.0076112412177985,0.0,0.4153005464480874,0.1447418235412061,0.2672919109026964,0.0728985279181538
chopin_op10_e05.mid,chopin,0.0909090909090909,0.3246753246753247,0.0,0.0,0.0,0.0129870129870129,0.0909090909090909,0.0,0.2337662337662337,0.0,0.1038961038961039,0.1428571428571428,0,0,0,0,8,0,23,0,0,0,41,0,0,4,0,0,0,5,0,4,0,4,0,12,1.974025974025974,0.7012987012987013,0.0909090909090909,0.0324675324675324,0.0,0.5422077922077922,0.227926294484736,2.138157894736842,18.647944559864555
chopin-p19.mid,chopin,0.0677551020408163,0.0457142857142857,0.0636734693877551,0.1910204081632653,0.0163265306122449,0.1159183673469387,0.04,0.1028571428571428,0.0693877551020408,0.0375510204081632,0.2122448979591836,0.0375510204081632,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9706122448979593,0.0065306122448979,0.0040816326530612,0.0,0.0,0.336870748299315,0.002028303021889,0.1674836601307202,0.0288664349181941
chopin_op25_e12.mid,chopin,0.2342205323193916,0.0307984790874524,0.0809885931558935,0.0859315589353612,0.0490494296577946,0.1083650190114068,0.0064638783269961,0.1969581749049429,0.1281368821292775,0.0102661596958174,0.0205323193916349,0.0482889733840304,1,0,2,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.930038022813688,0.0129277566539923,0.0110266159695817,0.0,0.0,0.2602661596958175,0.0067862409460885,0.1247622670216812,0.015624943483031
chopin_op7_2.mid,chopin,0.0368098159509202,0.0858895705521472,0.1820040899795501,0.0552147239263803,0.1676891615541922,0.0674846625766871,0.0388548057259713,0.0265848670756646,0.0306748466257668,0.1676891615541922,0.0388548057259713,0.1022494887525562,0,0,13,2,5,0,0,0,0,13,0,0,13,0,12,0,0,0,9,0,21,20,10,3,0.8098159509202454,0.5644171779141104,0.3885480572597137,0.0633946830265848,0.0,0.8895705521472386,0.3465306267538204,0.7356557377049178,0.3008245244707208
chopin_op25_e11.mid,chopin,0.1277533039647577,0.0308370044052863,0.0572687224669603,0.0440528634361233,0.2158590308370044,0.066079295154185,0.039647577092511,0.079295154185022,0.105726872246696,0.1233480176211453,0.013215859030837,0.0969162995594713,28,4,15,5,3,4,2,3,4,2,0,0,27,0,56,5,6,3,24,3,6,0,8,5,1.8844444444444444,0.4266666666666667,0.1822222222222222,0.0488888888888888,0.0,0.8318649045521307,0.8861946131735958,1.7035398230088483,13.990958462770054
chopin_op7_1.mid,chopin,0.1257142857142857,0.0266666666666666,0.0952380952380952,0.0342857142857142,0.0647619047619047,0.2514285714285714,0.0038095238095238,0.1047619047619047,0.0,0.1085714285714285,0.1847619047619047,0.0,0,0,8,0,40,0,0,0,0,0,12,0,0,4,8,2,0,0,0,0,0,0,0,0,1.417142857142857,0.8952380952380953,0.1638095238095238,0.0171428571428571,0.0,0.591111111111111,0.1975453262786593,0.5906488549618321,0.2339636587158226
chopin_op66.mid,chopin,0.058252427184466,0.1803051317614424,0.0097087378640776,0.1393897364771151,0.0728155339805825,0.0447295423023578,0.1154646324549237,0.0180305131761442,0.2083911234396671,0.073509015256588,0.0450762829403606,0.0343273231622746,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3.711511789181692,0.0783633841886269,0.0187239944521497,0.0060679611650485,0.0,0.3439089227924221,0.0891931345620897,0.1871892704358881,0.0158090227576557
beethoven_opus90_2.mid,beethoven,0.0300338409475465,0.0846023688663282,0.015228426395939,0.0723350253807106,0.1319796954314721,0.0198815566835871,0.1294416243654822,0.0190355329949238,0.11082910321489,0.0947546531302876,0.0287648054145516,0.2631133671742808,12,2,0,3,1,0,9,9,0,34,9,5,111,2,4,1,33,2,2,7,7,10,0,89,3.4331641285956005,0.2030456852791878,0.0351099830795262,0.0025380710659898,0.0,0.3159193457416804,0.0417923067116606,0.2452391028353787,0.0271173865219391
beethoven_opus90_1.mid,beethoven,0.0816696914700544,0.0299455535390199,0.0771324863883847,0.0254083484573502,0.1578947368421052,0.0353901996370235,0.1261343012704174,0.147005444646098,0.0172413793103448,0.0989110707803992,0.0344827586206896,0.1687840290381125,10,1,15,13,0,5,0,1,0,0,4,10,13,1,16,2,0,4,39,0,0,0,24,2,2.297640653357532,0.20508166969147,0.2268602540834845,0.0480943738656987,0.0,0.6547186932849365,0.4147720473033153,0.6666666666666666,3.3106267029972867
beethoven_pathetique_1.mid,beethoven,0.1905041031652989,0.0304806565064478,0.0615474794841735,0.1260257913247362,0.0290152403282532,0.0826494724501758,0.0278429073856975,0.1661781946072684,0.1128370457209847,0.026084407971864,0.1213364595545134,0.0254982415005861,21,60,0,35,32,37,48,167,90,0,4,14,0,10,0,4,0,82,6,4,0,0,0,0,2.656506447831184,0.4871043376318874,0.0460140679953106,0.0230070339976553,0.0,0.4326152794060179,0.1664265555200839,0.2808560539431252,0.4247844914460527
beethoven_pathetique_2.mid,beethoven,0.1007326007326007,0.1025641025641025,0.0293040293040293,0.2307692307692307,0.0293040293040293,0.075091575091575,0.0036630036630036,0.1172161172161172,0.1501831501831501,0.0109890109890109,0.1373626373626373,0.0128205128205128,4,48,8,0,2,32,0,4,12,0,0,0,17,18,0,0,0,0,0,13,0,0,0,0,2.388278388278388,0.4212454212454212,0.1868131868131868,0.0027472527472527,0.0,0.472069597069597,0.1174916671139192,0.2665137614678899,0.1861442171908464
beethoven_pathetique_3.mid,beethoven,0.1760939167556029,0.0176093916755602,0.1264674493062967,0.1254002134471718,0.0261472785485592,0.1115261472785485,0.0149413020277481,0.1712913553895411,0.0618996798292422,0.0256136606189967,0.071504802561366,0.071504802561366,7,6,2,19,7,8,4,26,7,0,0,0,0,2,1,2,0,7,0,0,0,0,4,0,1.272145144076841,0.9818569903948772,0.1286019210245464,0.0290821771611526,0.0,0.6217093561010303,0.261115476062114,0.4471436198611888,0.419219313359216
beethoven_opus10_2.mid,beethoven,0.1272727272727272,0.0896969696969696,0.029090909090909,0.263030303030303,0.0169696969696969,0.0703030303030303,0.0096969696969696,0.0884848484848484,0.1587878787878787,0.0218181818181818,0.0933333333333333,0.0315151515151515,0,103,0,0,0,39,14,5,1,0,0,0,3,8,0,3,0,0,0,4,0,0,0,0,1.5806060606060606,0.4290909090909091,0.2654545454545454,0.0618181818181818,0.0,0.8125252525252502,0.4417724109784769,0.5388349514563107,0.6234918465453827
beethoven_opus10_3.mid,beethoven,0.2088215024121295,0.0068917987594762,0.1144038594073053,0.1743625086147484,0.0172294968986905,0.0861474844934527,0.0192970365265334,0.1247415575465196,0.0792556857339765,0.0117160578911095,0.0613370089593383,0.0957960027567195,39,21,3,7,2,83,17,35,13,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,2.709855272226051,0.4851826326671261,0.0613370089593383,0.0048242591316333,0.0,0.4155754651964164,0.191614744649591,0.4651724137931037,0.6849652001585399
beethoven_mond_1.mid,beethoven,0.0516129032258064,0.1634408602150537,0.0193548387096774,0.0806451612903225,0.1204301075268817,0.0161290322580645,0.1376344086021505,0.0365591397849462,0.1838709677419354,0.0903225806451612,0.0086021505376344,0.0913978494623656,5,26,0,6,0,0,4,0,0,1,1,6,9,0,0,0,53,0,4,0,0,18,2,9,3.393548387096774,0.0451612903225806,0.0569892473118279,0.032258064516129,0.0,0.5367383512544756,0.3660487403810371,0.2884822389666332,0.0126995382863876
