filename,composer,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11
haydn_43_3.mid,haydn,0.14306640625,0.09130859375,0.04345703125,0.20849609375,0.013671875,0.08740234375,0.00634765625,0.091796875,0.1650390625,0.0029296875,0.12548828125,0.02099609375
haydn_8_1.mid,haydn,0.09415584415584416,0.022727272727272728,0.2597402597402597,0.0,0.07467532467532467,0.0,0.08116883116883117,0.21753246753246752,0.0,0.12337662337662338,0.0,0.1266233766233766
haydn_8_3.mid,haydn,0.12878787878787878,0.007575757575757576,0.21212121212121213,0.0,0.06818181818181818,0.007575757575757576,0.06060606060606061,0.25757575757575757,0.007575757575757576,0.10606060606060606,0.0,0.14393939393939395
haydn_8_2.mid,haydn,0.11711711711711711,0.018018018018018018,0.13513513513513514,0.0,0.0990990990990991,0.0,0.0990990990990991,0.21621621621621623,0.009009009009009009,0.13513513513513514,0.0,0.17117117117117117
haydn_40_1.mid,haydn,0.07847800237812129,0.029726516052318668,0.2556480380499406,0.02497027348394768,0.06658739595719382,0.011890606420927468,0.11058263971462545,0.17954815695600476,0.0035671819262782403,0.12247324613555291,0.03210463733650416,0.08442330558858502
haydn_40_2.mid,haydn,0.06495726495726496,0.03162393162393162,0.18974358974358974,0.03247863247863248,0.11623931623931624,0.03418803418803419,0.09316239316239316,0.17094017094017094,0.004273504273504274,0.13162393162393163,0.023931623931623933,0.10683760683760683
haydn_9_3.mid,haydn,0.2832369942196532,0.0,0.028901734104046242,0.0,0.11560693641618497,0.23121387283236994,0.0,0.12716763005780346,0.0,0.12716763005780346,0.08092485549132948,0.005780346820809248
haydn_9_2.mid,haydn,0.1922141119221411,0.0036496350364963502,0.06569343065693431,0.0340632603406326,0.09610705596107055,0.19708029197080293,0.0,0.11557177615571776,0.0170316301703163,0.12287104622871046,0.12773722627737227,0.027980535279805353
haydn_9_1.mid,haydn,0.2184873949579832,0.0,0.09663865546218488,0.0,0.08403361344537816,0.20168067226890757,0.0,0.18067226890756302,0.0,0.12184873949579832,0.08403361344537816,0.012605042016806723
haydn_7_3.mid,haydn,0.1632088520055325,0.0,0.20193637621023514,0.013831258644536652,0.0995850622406639,0.0636237897648686,0.008298755186721992,0.29322268326417705,0.0,0.04149377593360996,0.0,0.11479944674965421
haydn_7_2.mid,haydn,0.2311111111111111,0.0,0.15333333333333332,0.042222222222222223,0.06888888888888889,0.06888888888888889,0.022222222222222223,0.25555555555555554,0.015555555555555555,0.057777777777777775,0.0044444444444444444,0.08
haydn_7_1.mid,haydn,0.22297297297297297,0.0,0.11486486486486487,0.0,0.13513513513513514,0.07432432432432433,0.006756756756756757,0.27702702702702703,0.0,0.0945945945945946,0.0,0.07432432432432433
haydn_33_1.mid,haydn,0.016835016835016835,0.10044893378226712,0.15824915824915825,0.02749719416386083,0.1425364758698092,0.007295173961840628,0.12121212121212122,0.08080808080808081,0.043209876543209874,0.1531986531986532,0.017957351290684626,0.1307519640852974
haydn_33_2.mid,haydn,0.088,0.072,0.16,0.008,0.096,0.124,0.016,0.092,0.02,0.192,0.132,0.0
haydn_33_3.mid,haydn,0.026373626373626374,0.06593406593406594,0.21172161172161172,0.008791208791208791,0.10989010989010989,0.07179487179487179,0.09816849816849817,0.1304029304029304,0.013186813186813187,0.1772893772893773,0.03956043956043956,0.046886446886446886
haydn_35_1.mid,haydn,0.1527501656726309,0.013916500994035786,0.15838303512259774,0.009609012591119947,0.1219350563286945,0.055666003976143144,0.052021206096752814,0.20808482438701126,0.010603048376408217,0.0828363154406892,0.015241882041086813,0.1189529489728297
haydn_35_2.mid,haydn,0.23022598870056496,0.011299435028248588,0.08333333333333333,0.014124293785310734,0.0903954802259887,0.14548022598870056,0.011299435028248588,0.18926553672316385,0.0014124293785310734,0.11440677966101695,0.0847457627118644,0.02401129943502825
haydn_35_3.mid,haydn,0.13405405405405404,0.002162162162162162,0.1491891891891892,0.04216216216216216,0.10702702702702703,0.09837837837837837,0.04,0.21945945945945947,0.022702702702702703,0.08216216216216216,0.016216216216216217,0.08648648648648649
mozart_570_2.mid,mozart,0.14114627887082976,0.030795551753635585,0.05645851154833191,0.17792985457656116,0.016253207869974338,0.09238665526090675,0.026518391787852865,0.1343028229255774,0.10265183917878529,0.02737382378100941,0.14713430282292558,0.04704875962360992
mozart_570_3.mid,mozart,0.1354526606772633,0.019350380096751902,0.11126468555632343,0.08984105044920525,0.03800967519004837,0.15618521078092606,0.02073255010366275,0.07325501036627505,0.013821700069108501,0.08431237042156185,0.2398064961990325,0.01796821008984105
mozart_570_1.mid,mozart,0.15033407572383073,0.019487750556792874,0.12249443207126949,0.07015590200445435,0.04175946547884187,0.18151447661469933,0.018374164810690423,0.09966592427616927,0.03507795100222717,0.08797327394209355,0.15089086859688197,0.022271714922048998
mozart_330_2.mid,mozart,0.20221606648199447,0.055401662049861494,0.062326869806094184,0.05263157894736842,0.07202216066481995,0.2673130193905817,0.008310249307479225,0.1038781163434903,0.04155124653739612,0.04986149584487535,0.060941828254847646,0.023545706371191136
mozart_545_2.mid,mozart,0.09775641025641026,0.03258547008547009,0.22168803418803418,0.0219017094017094,0.07905982905982906,0.016025641025641024,0.06944444444444445,0.18269230769230768,0.004807692307692308,0.1201923076923077,0.03418803418803419,0.11965811965811966
mozart_332_1.mid,mozart,0.18223583460949463,0.01761102603369066,0.09264931087289434,0.0444104134762634,0.0666156202143951,0.17381316998468607,0.016079632465543645,0.15007656967840735,0.03598774885145482,0.12480857580398162,0.0681470137825421,0.027565084226646247
mozart_545_3.mid,mozart,0.14967105263157895,0.024671052631578948,0.13322368421052633,0.018092105263157895,0.20559210526315788,0.09375,0.011513157894736841,0.12171052631578948,0.03125,0.10526315789473684,0.008223684210526315,0.09703947368421052
mozart_330_3.mid,mozart,0.1793357933579336,0.005904059040590406,0.13800738007380073,0.012546125461254613,0.12103321033210332,0.07749077490774908,0.028044280442804426,0.27158671586715866,0.00959409594095941,0.061254612546125464,0.006642066420664207,0.08856088560885608
mozart_330_1.mid,mozart,0.22164502164502164,0.01645021645021645,0.11168831168831168,0.017316017316017316,0.15151515151515152,0.08831168831168831,0.02683982683982684,0.18528138528138527,0.013852813852813853,0.07965367965367966,0.003463203463203463,0.08398268398268398
mozart_545_1.mid,mozart,0.13761467889908258,0.015596330275229359,0.15871559633027524,0.0009174311926605505,0.12477064220183487,0.0963302752293578,0.025688073394495414,0.1908256880733945,0.009174311926605505,0.10733944954128441,0.024770642201834864,0.10825688073394496
mozart_332_3.mid,mozart,0.17911714770797962,0.022071307300509338,0.08149405772495756,0.036926994906621394,0.0700339558573854,0.16426146010186757,0.022920203735144314,0.1434634974533107,0.02928692699490662,0.1099320882852292,0.09380305602716468,0.0466893039049236
mozart_332_2.mid,mozart,0.16163793103448276,0.02586206896551724,0.10452586206896551,0.09698275862068965,0.03771551724137931,0.22198275862068967,0.01293103448275862,0.08620689655172414,0.02586206896551724,0.07650862068965517,0.14547413793103448,0.004310344827586207
mozart_311_2.mid,mozart,0.10249671484888305,0.02102496714848883,0.1616294349540079,0.011826544021024968,0.09986859395532194,0.001314060446780552,0.1011826544021025,0.16951379763469118,0.00788436268068331,0.15374507227332457,0.00788436268068331,0.1616294349540079
mozart_311_3.mid,mozart,0.017497812773403325,0.09973753280839895,0.16141732283464566,0.008311461067366578,0.14960629921259844,0.003937007874015748,0.1268591426071741,0.10192475940507437,0.030183727034120734,0.16754155730533685,0.008748906386701663,0.1242344706911636
mozart_311_1.mid,mozart,0.015584415584415584,0.09740259740259741,0.17575757575757575,0.015584415584415584,0.13766233766233765,0.006926406926406926,0.1277056277056277,0.11255411255411256,0.030735930735930735,0.19004329004329004,0.003896103896103896,0.08614718614718615
mozart_333_3.mid,mozart,0.12450679526523455,0.014905743095133712,0.14248136782113108,0.11749232792634809,0.02498903989478299,0.17273125822007893,0.01183691363437089,0.0933800964489259,0.01578255151249452,0.08329679964927664,0.18982902235861465,0.008768084173608066
mozart_331_1.mid,mozart,0.0401854714064915,0.1143740340030912,0.09335394126738794,0.025038639876352395,0.30324574961360123,0.015455950540958269,0.06089644513137558,0.0037094281298299847,0.055950540958268936,0.17928902627511592,0.00865533230293663,0.09984544049459042
mozart_333_2.mid,mozart,0.08192090395480225,0.025423728813559324,0.08192090395480225,0.1638418079096045,0.014124293785310734,0.1673728813559322,0.01694915254237288,0.13347457627118645,0.11087570621468927,0.02401129943502825,0.16454802259887005,0.015536723163841809
mozart_331_2.mid,mozart,0.022564667033571822,0.11392405063291139,0.11227297743533296,0.028618602091359385,0.1849201981287837,0.02201430930104568,0.06769400110071547,0.051733626857457346,0.07649972482113374,0.16895982388552558,0.008805723720418272,0.14199229499174462
